yb_1,er_1,yb_2,er_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.655,0.203,0.0,0.0,21.0,2174.998623,7249.995555,718.749587,2181.248652,3899.997598,9799.99391,13906.241292,0.011552
0.914,0.086,0.0,0.168,21.0,1149.999664,4149.998804,412.499874,1506.249609,1993.749382,5543.748395,18493.743967,0.004332
0.48,0.267,0.253,0.0,21.0,1741.665635,6208.329919,524.999679,1774.999052,3633.331335,8474.995224,19666.655162,0.004632
0.915,0.085,0.337,0.0,21.0,1568.749687,4681.249005,468.749906,1118.749763,2787.499398,6468.748631,40143.741687,0.00242
0.267,0.422,0.0,0.0,21.0,406.248443,3156.238958,112.499605,906.246677,2012.493044,3849.986307,3981.235897,0.008937
0.206,0.385,0.753,0.247,21.0,24.99999,649.999396,37.49997,249.999783,356.249645,818.749236,9556.240074,0.000197
0.665,0.147,0.0,0.0,21.0,3093.748688,7837.496452,831.24967,2212.499024,4224.998001,11387.494924,16999.992383,0.013635
0.509,0.491,0.35,0.0,21.0,1168.749391,6887.496682,481.249733,1868.749091,4281.247974,8724.995694,18574.990541,0.003648
0.51,0.49,0.0,0.338,21.0,206.249689,1818.746798,131.249761,693.748715,906.248465,2262.49608,5037.491031,0.002177
0.464,0.536,1.0,0.0,21.0,593.749915,4181.24944,274.999968,993.749866,2806.249622,5018.749325,30618.745972,0.000923
0.213,0.555,0.125,0.0,21.0,531.249235,3806.244483,193.749702,1006.248271,2443.746812,4606.243381,8143.738426,0.004739
0.056,0.503,0.721,0.0,21.0,212.499936,2393.749088,106.249976,587.499796,1637.499332,2762.498932,21099.991303,0.000772
0.628,0.372,0.0,0.0,21.0,1687.498807,6574.995031,481.249643,1643.748678,4112.496937,8781.243386,10043.741989,0.010068
0.367,0.633,0.701,0.0,21.0,531.249794,4974.998131,331.249895,1056.249611,3437.498689,5787.497829,22837.490749,0.001478
0.399,0.601,0.578,0.422,21.0,87.499909,674.999514,62.499947,249.999831,349.999752,856.249321,6918.74451,0.000227
0.81,0.088,0.0,0.0,21.0,4687.498851,9912.497673,1337.499698,2562.499383,5124.998807,15043.746428,28043.743347,0.015775
0.0,0.663,0.0,0.0,21.0,18.749795,612.491791,18.749825,87.499301,493.742817,649.991222,643.740835,0.004478
0.558,0.442,0.0,0.0,21.0,1156.248292,6231.241651,393.749417,1737.497657,3824.995012,7824.989437,7981.239162,0.009747
0.528,0.238,0.939,0.0,21.0,281.249967,2212.499763,149.99999,681.249925,1312.499856,2706.249714,31412.496212,0.000525
0.916,0.084,0.0,0.0,21.0,5556.248765,10606.24749,1506.249626,2524.999415,5462.498709,16931.246116,33412.492478,0.015857
0.466,0.117,0.005,0.0,23.0,2218.748051,5806.244504,618.749402,1899.998277,2843.747207,8412.492302,16774.985031,0.010149
0.832,0.159,0.0,0.0,23.0,3856.249017,10168.747484,1331.249664,2824.999313,5262.498709,14599.99634,27512.493117,0.010146
0.884,0.116,0.504,0.0,23.0,1012.499827,3887.499359,312.499951,1206.249805,2181.249638,5168.749136,40112.493241,0.001411
0.484,0.183,0.357,0.0,23.0,943.749256,3531.247494,312.499765,1262.49902,1781.248875,4912.4965,22087.484335,0.002057
0.727,0.143,0.0,0.31,23.0,362.499784,2118.74869,181.249878,806.249474,1074.999364,2712.498335,12168.742771,0.001751
0.771,0.229,0.0,0.0,23.0,2556.249292,8743.747503,981.249704,2743.749241,4549.998684,12006.246539,20162.494425,0.008672
0.693,0.307,0.0,0.0,23.0,1887.499217,7781.246566,793.749672,2324.999018,4299.99803,10299.995544,15106.243593,0.00799
0.726,0.274,0.72,0.0,23.0,568.749863,3481.249078,231.249942,1012.499733,2106.249435,4368.748874,29312.492588,0.000991
0.723,0.277,0.0,0.311,23.0,399.999732,2706.248061,218.74983,912.499401,1481.2489,3493.747525,10343.742926,0.002196
0.325,0.274,0.0,0.0,23.0,593.748868,3468.743603,218.749643,1237.497585,1862.496583,4487.491627,6793.735041,0.006938
0.61,0.39,0.0,0.0,23.0,1418.749021,7093.745341,618.74957,1937.498698,4218.747255,9106.243958,11512.492043,0.0077
0.519,0.481,0.263,0.0,23.0,1099.999618,6256.247378,599.999733,1674.999265,3743.74846,7899.996761,15512.493724,0.003648
0.803,0.085,0.0,0.0,23.0,4793.748894,10256.247598,1499.999644,2837.499351,4912.498814,15743.746302,37718.74108,0.012013
0.806,0.147,0.0,0.0,25.0,3318.749129,9099.997691,1237.499712,2712.49928,4574.998841,13199.99664,32443.74158,0.007175
0.79,0.21,0.0,0.0,25.0,2581.249354,8831.247833,968.749762,2718.749338,4631.248876,12168.746998,25193.743611,0.006528
0.728,0.108,0.0,0.0,27.0,2956.24936,7406.24835,993.749778,2337.499519,3574.999166,11068.747556,36849.991697,0.005338
0.897,0.103,0.0,0.0,25.0,4899.999076,11818.747917,1731.249719,3112.499474,6006.248902,17424.996879,45324.992251,0.008784
0.891,0.109,0.0,0.0,23.0,5381.249183,11731.248233,1562.49976,3312.499487,5843.749141,17818.747291,37093.74429,0.011987
0.913,0.087,0.0,0.0,19.0,4974.998708,9268.747641,1299.999676,2199.999387,4712.498814,14668.746188,27393.742795,0.017059
0.859,0.141,0.0,0.0,17.0,2833.332466,7041.664694,774.999787,2049.999439,3716.665593,10324.996995,14374.995744,0.017413
0.682,0.086,0.0,0.0,17.0,2787.498096,5756.245982,706.249429,1393.74908,3087.497885,8787.493989,14668.740214,0.019566
0.792,0.208,0.0,0.0,17.0,2599.997991,6556.24549,681.249622,1768.748708,3624.997516,9443.743307,11031.242585,0.016554
0.645,0.273,0.061,0.0,17.0,2049.99793,5974.993945,512.499509,1712.49813,3331.246716,8418.741434,11612.488108,0.010651
0.779,0.221,0.3,0.0,13.0,1031.249468,3393.74833,387.499792,837.499569,1912.499101,4562.497742,23881.238273,0.00235
0.593,0.174,0.0,0.0,15.0,1299.99764,3862.493424,406.249277,1137.497941,2068.74663,5393.740529,6399.987765,0.018884
0.886,0.114,0.0,0.0,13.0,2012.49789,4231.245977,606.249392,1037.499016,2237.497896,6506.243614,9843.740137,0.021111
0.659,0.341,0.119,0.0,15.0,1949.997759,5693.743616,437.499597,1531.248485,3349.996073,8006.241155,14018.73543,0.008253
0.339,0.315,0.0,0.0,15.0,574.996964,2887.485668,181.249003,831.24575,1737.49158,3681.231425,2574.987898,0.019769
0.695,0.305,0.607,0.0,15.0,531.249764,2562.49871,199.999913,618.749677,1624.999187,3187.498447,29381.236269,0.000868
0.595,0.405,0.022,0.0,15.0,1074.998214,4581.243493,362.499489,1274.99814,2737.496255,6024.991066,6131.241003,0.014069
0.733,0.063,0.0,0.0,19.0,4399.998326,7543.747042,1106.249508,1831.249341,3631.248571,12381.24516,24731.240209,0.018288
0.63,0.188,0.097,0.002,19.0,2556.24922,7212.497886,781.249784,2168.749371,3812.498881,10506.246896,18712.494101,0.009428
0.43,0.57,0.532,0.0,25.0,474.999818,3849.99867,293.749886,962.499651,2474.999189,4749.998358,16062.494066,0.001485
0.854,0.146,0.47,0.0,13.0,349.999911,1874.99947,143.749961,437.499865,1218.749661,2312.499357,30262.492275,0.000792
0.707,0.293,0.0,0.0,11.0,606.247112,2212.489751,187.498758,674.997121,1262.494169,3056.235549,2499.989633,0.023036
0.8,0.2,0.0,0.207,15.0,474.99942,2324.996837,206.249691,831.248678,1218.748542,3062.495967,4974.993347,0.005163
0.723,0.066,0.0,0.0,21.0,4793.74863,8474.997612,1274.999633,2312.49937,3981.248851,13593.746146,28949.991819,0.016318
0.925,0.075,0.0,0.0,15.0,3012.499065,4874.998447,587.499814,1193.749638,2587.499143,8262.497342,16049.995048,0.020964
0.877,0.07,0.0,0.0,19.0,4962.498679,8768.747764,1224.999701,2212.499443,4262.498888,14262.496315,30068.742284,0.017694
0.871,0.129,0.0,0.0,23.0,4531.249219,10662.498245,1299.999787,3299.999451,5293.749119,15987.497308,32062.494376,0.010847
0.921,0.079,0.0,0.0,23.0,6631.249263,12649.998613,1768.749792,3356.249617,6143.749353,20006.247794,46974.99469,0.013452
0.911,0.089,0.0,0.0,23.0,5849.999066,11487.498116,1568.749761,2968.749491,5756.249071,18049.997092,42631.24302,0.012105
0.45,0.55,0.472,0.0,15.0,881.249648,4274.998325,331.249885,1187.499542,2556.248969,5368.747873,24499.990067,0.001895
0.921,0.079,0.0,0.0,25.0,5424.999364,12387.498514,1849.999778,3331.249591,6087.499295,18662.497812,55381.243399,0.009393
0.933,0.067,0.0,0.0,23.0,7349.999124,12087.498683,1881.249815,2931.249663,5556.249397,19824.997756,51906.24417,0.013388
0.511,0.489,0.0,0.0,13.0,624.997167,3081.237092,156.249271,774.996322,2024.992094,3856.23363,2518.740146,0.017484
0.735,0.265,0.0,0.0,21.0,2468.749116,8062.497041,749.999731,2399.999141,4418.748345,10968.746003,13931.244776,0.011341
0.878,0.067,0.0,0.0,23.0,6758.332209,11374.998275,1724.999736,2999.999535,5274.999215,18874.997045,48033.325308,0.013491
0.931,0.069,0.066,0.0,23.0,5768.749177,10674.998468,1606.249761,2593.749638,5343.749228,17149.997545,53374.992293,0.00974
0.929,0.071,0.0,0.0,23.0,6937.498884,12249.99803,1787.499698,3243.749479,5774.999092,19818.746796,48518.742027,0.013362
0.529,0.471,0.889,0.0,13.0,481.24986,2456.249422,181.249968,599.999841,1581.249636,3068.749268,36849.992123,0.00059
0.935,0.065,0.0,0.0,23.0,6612.498919,11812.498115,1824.99971,3037.499506,5568.749123,19149.996922,51499.991764,0.012902
