yb_1,er_1,tm_1,yb_2,er_2,tm_2,radius,UV,VIS,BLUE,GREEN,RED,TOTAL,ABSORPTION,qe
0.524,0.038,0.0,0.382,0.0,0.0,23.0,443.74982,1368.749428,112.499945,468.749756,693.749758,1893.7492,30531.236385,0.000762
0.921,0.079,0.0,0.013,0.0,0.475,23.0,906.249791,3006.249324,399.999915,787.499808,1643.749655,4193.74905,27856.243293,0.00256
0.744,0.256,0.0,0.169,0.0,0.48,23.0,433.333113,2316.665625,274.99995,774.999578,1158.332811,3066.665255,15249.992523,0.001456
0.619,0.381,0.0,0.0,0.356,0.0,23.0,216.666443,2066.664427,133.3332,808.332457,1058.3322,2508.330691,7258.32575,0.001702
0.565,0.269,0.0,0.475,0.0,0.0,23.0,824.99979,4443.748742,437.499894,1343.74962,2468.749268,5631.248402,23618.743587,0.001837
0.829,0.171,0.0,0.0,0.0,0.432,23.0,799.999499,3481.247758,487.499662,1062.49934,1837.498813,4681.246977,17806.238187,0.003154
0.791,0.209,0.0,0.0,0.274,0.0,23.0,493.74975,3174.998436,306.249866,1087.499479,1649.999154,3881.248092,13374.993491,0.002349
0.591,0.338,0.071,0.534,0.0,0.0,23.0,549.999811,4449.998276,281.249881,699.999749,3337.498696,5699.997867,18706.243312,0.00167
0.584,0.324,0.092,0.0,0.0,0.0,23.0,331.249366,3674.995279,99.999807,556.249296,2924.996331,4549.994032,6006.242046,0.003989
0.552,0.198,0.06,0.723,0.0,0.0,23.0,312.499916,3249.999197,193.749939,518.749881,2462.499403,4281.248938,23412.49398,0.001044
0.737,0.024,0.239,0.0,0.0,0.241,23.0,24.999986,456.249763,12.49999,31.249982,406.249795,887.49957,10824.994061,0.000677
0.61,0.271,0.119,0.969,0.0,0.0,23.0,424.999891,3856.249102,112.499969,468.749896,3168.749267,5093.748814,24824.994098,0.000963
0.722,0.143,0.052,0.0,0.0,0.0,23.0,1362.499526,6393.747791,699.999793,1424.999528,4006.248558,9162.496894,15574.99492,0.007107
0.696,0.304,0.0,0.849,0.0,0.0,23.0,581.249836,3649.998969,206.249934,981.249729,2293.749359,4562.498729,30743.741418,0.00093
0.617,0.383,0.0,0.667,0.0,0.0,23.0,799.999784,4999.998786,331.249939,1287.499648,3131.249261,6156.248483,25906.243611,0.001531
0.579,0.125,0.0,0.0,0.0,0.496,23.0,743.749574,2206.248766,199.999891,843.749541,1031.249445,3187.498231,13124.992945,0.003074
0.602,0.398,0.0,0.0,0.0,0.542,23.0,312.499707,1718.748379,193.74978,524.999534,949.999112,2224.997943,8737.492458,0.001869
0.676,0.064,0.022,0.0,0.0,0.0,23.0,3218.748869,6993.747581,1081.249639,2031.249283,3437.498819,12074.995728,29218.739123,0.010774
0.758,0.242,0.0,0.863,0.137,0.0,23.0,168.749978,1162.499782,106.249983,399.99993,606.249878,1456.249738,19168.746336,0.000279
0.609,0.035,0.068,0.0,0.0,0.355,23.0,299.999881,1124.999509,193.749924,243.749903,656.249698,2012.499157,15843.743293,0.001909
